PRACTICE,SUB_CHAPTER,ITEMS,NIC,ACT COST,QUANTITY,ClusterNumber
E82018,601023,175,7778.84,7211.56,4703,1
E82019,601023,414,11951.72,11089.23,8687,1
E82020,601023,93,3534.89,3279.99,2711,1
E82021,601023,114,7053.42,6533.63,4178,1
E82022,601023,153,4887.26,4536.93,4324,1
E82023,601023,133,5142.91,4768.42,3062,1
E82024,601023,183,6500.49,6027.51,4483,1
E82025,601023,253,8688.68,8058.63,7570,1
E82027,601023,103,4156.85,3855.97,3490,1
E82028,601023,150,4397.96,4084.01,3998,1
E82031,601023,123,4134.04,3837.76,3208,1
E82032,601023,225,6783.5,6298.71,5658,1
E82034,601023,71,2180.04,2024.12,2052,1
E82035,601023,183,6311.36,5850.66,4479,1
E82037,601023,77,2500.86,2321.43,2347,1
E82038,601023,81,4572.86,4238.45,3421,1
E82040,601023,300,10767.12,9984.11,6690,1
E82041,601023,147,4734.31,4392.39,3721,1
E82042,601023,275,7914.04,7342.14,6891,2
E82043,601023,127,7234.45,6705.58,5328,1
E82044,601023,205,8704.25,8073.03,5562,1
E82045,601023,148,3653.95,3394.33,3133,2
E82046,601023,119,4393.14,4075.79,3487,1
E82048,601023,93,5284.98,4897.04,4296,1
E82049,601023,15,999.02,925.66,712,1
E82050,601023,47,2423.59,2245.92,2069,1
E82051,601023,95,4276.53,3964.78,3267,1
E82053,601023,96,3668.82,3399.5,2502,1
E82054,601023,129,4604.28,4270.69,3764,0
E82055,601023,82,4315.32,4000.52,2782,1
E82056,601023,120,5108.76,4734.09,3025,1
E82057,601023,55,2158.59,2000.73,1403,1
E82058,601023,132,4907.69,4549.34,3618,0
E82059,601023,116,3936.87,3653.6,3700,1
E82060,601023,116,4074.32,3781.21,3589,1
E82061,601023,188,6736.89,6245.74,4972,1
E82062,601023,243,9104.09,8443.62,5762,1
E82063,601023,147,4885.36,4529.69,3597,1
E82064,601023,24,1043.58,967.13,1211,1
E82066,601023,10,504.91,467.82,370,1
E82067,601023,218,6211.67,5762.95,5155,1
E82068,601023,72,2008.12,1862.99,1712,1
E82069,601023,26,1111.4,1030.61,1152,0
E82070,601023,107,2857.07,2652.65,2572,0
E82071,601023,46,2895.25,2683.3,1919,1
E82072,601023,118,3919.68,3632.27,3222,1
E82073,601023,65,2963.14,2747.5,2474,1
E82074,601023,211,6478.75,6008.64,4977,1
E82075,601023,158,7975.06,7394.53,4876,1
E82076,601023,39,1684.82,1562.32,1576,1
E82077,601023,42,1888.71,1752.23,1832,1
E82078,601023,100,4733.72,4389.41,3630,1
E82079,601023,158,4736.45,4393.66,3413,1
E82080,601023,110,3194.67,2963.11,2827,1
E82081,601023,172,5123.02,4751.51,4271,1
E82082,601023,244,7556.11,7006.47,6628,1
E82083,601023,56,2832.54,2625.32,2220,1
E82084,601023,69,3174.03,2943.13,2879,1
E82085,601023,184,8097.99,7513.21,6377,1
E82086,601023,277,9609.09,8908.75,6344,1
E82088,601023,112,5306.23,4916.94,3624,1
E82089,601023,190,6242.02,5790.02,4125,1
E82090,601023,149,4787.69,4438.39,4168,1
E82091,601023,119,4105.29,3808.17,3324,1
E82092,601023,162,5602.19,5193.54,4164,1
E82093,601023,270,9043,8385.3,5653,1
E82094,601023,15,1085.61,1006.28,629,1
E82095,601023,26,1448.96,1342.47,1024,1
E82096,601023,62,2891.09,2679.63,2272,1
E82098,601023,88,4233.88,3925.43,3511,1
E82099,601023,139,5727.54,5308.27,3277,1
E82100,601023,127,5038.22,4669.54,3069,1
E82102,601023,117,4489.71,4160.71,3302,1
E82104,601023,54,2117.62,1962.99,1361,1
E82105,601023,21,911.97,845.5,750,1
E82106,601023,52,2400.51,2225.68,2083,1
E82107,601023,49,2754.96,2553.28,2088,1
E82109,601023,82,3919.45,3632.53,2162,1
E82111,601023,65,2391.37,2217.29,1686,1
E82113,601023,36,1442.27,1337.91,1597,1
E82115,601023,209,7206.5,6681.73,5079,1
E82117,601023,91,5122.11,4747.09,3271,0
E82121,601023,120,4553.88,4218.17,3382,1
E82123,601023,185,5673.14,5262.92,3917,1
E82124,601023,174,4897.29,4547.51,4644,1
E82126,601023,38,1410,1306.54,1017,1
E82129,601023,106,4246.13,3939.17,3806,1
E82130,601023,94,3285.6,3046.28,2521,1
E82131,601023,6,133.06,123.73,112,3
E82132,601023,70,2382.22,2208.17,1650,1
E82133,601023,103,3115.88,2890.06,2313,3
E82603,601023,35,1026.5,953.47,800,1
E82613,601023,62,1841.24,1709.88,1504,2
E82626,601023,32,1293.07,1197.8,1132,1
E82627,601023,10,396.47,367.4,264,1
E82630,601023,26,575.49,535.09,515,0
E82638,601023,189,4309.7,4000.37,3981,0
E82640,601023,40,1399.47,1297.52,1123,0
E82641,601023,82,3639.31,3373.12,2125,0
E82643,601023,14,592.5,549.42,452,1
E82644,601023,14,452.6,419.82,398,0
E82652,601023,22,1400.06,1297.32,997,1
E82654,601023,64,1692.62,1570.74,1313,1
E82655,601023,50,926.92,861.52,1171,1
E82656,601023,24,1552.89,1438.7,1346,0
E82657,601023,64,3313.2,3071.05,2579,1
E82661,601023,172,6460.52,5988.33,4134,1
E82663,601023,1,26.6,24.65,28,1
E83003,601023,134,6553.3,6076.66,4822,1
E83005,601023,77,3612.7,3349.24,3712,0
E83006,601023,72,4060.79,3763.39,2745,0
E83007,601023,85,3988.01,3698.18,2689,1
E83008,601023,53,3081.21,2856.31,1470,1
E83009,601023,77,4390.95,4071.62,3096,1
E83010,601023,150,8148.46,7550.31,5458,1
E83011,601023,204,7686.8,7126.03,5763,2
E83012,601023,98,5644.33,5230.34,4760,1
E83013,601023,30,2345.45,2173.23,1483,1
E83016,601023,168,10188.95,9442.12,7104,1
E83017,601023,148,6973.41,6466.89,5349,1
E83018,601023,277,11050.75,10244.56,8194,1
E83020,601023,132,5326.01,4941.82,3813,1
E83021,601023,118,6272.1,5815.59,3991,1
E83024,601023,124,6664.31,6179.05,4559,1
E83025,601023,176,5998.46,5569.65,3829,0
E83026,601023,45,1653.01,1533.5,1702,1
E83027,601023,101,3832.46,3556.77,2343,1
E83028,601023,127,5794.34,5372.88,4125,2
E83030,601023,114,5713.41,5297.46,4312,1
E83031,601023,49,2700.9,2502.66,1866,1
E83032,601023,294,12926.68,11988.63,8588,0
E83034,601023,111,3470.2,3219.87,2683,1
E83035,601023,179,9854.02,9132.92,10703,1
E83036,601023,81,5469.52,5067.54,3743,0
E83037,601023,50,3483.31,3227.17,2434,1
E83038,601023,150,8329.21,7722.05,4992,2
E83039,601023,43,2684.18,2487.65,1718,0
E83041,601023,87,2576.74,2393.28,2120,0
E83044,601023,94,5853.64,5425.48,6042,1
E83045,601023,124,7221.36,6693.57,5407,1
E83046,601023,151,6764.25,6271.76,5600,1
E83049,601023,125,6172.99,5720.63,4177,0
E83050,601023,43,1782.37,1654.42,907,1
E83053,601023,171,8756.12,8119.37,5556,1
E83600,601023,65,2836.45,2630.47,2015,0
E83613,601023,35,2630.47,2437.08,1685,1
E83621,601023,121,6241.63,5784.6,5953,1
E83622,601023,65,3872.48,3590.51,2295,1
E83624,601023,16,747.77,693.64,374,3
E83629,601023,43,2719.25,2519.43,2045,1
E83631,601023,22,1666.28,1543.72,1006,0
E83632,601023,32,2216,2053.05,1398,1
E83633,601023,59,3476.86,3223.2,2411,2
E83637,601023,74,4504.57,4174.05,4021,0
E83638,601023,68,2900.31,2690.27,2402,1
E83639,601023,73,4607.84,4269.45,3829,2
E83644,601023,26,1281.92,1187.84,1003,3
E83649,601023,14,820.29,760.29,764,1
E83650,601023,40,3092.15,2864.91,1895,3
E83653,601023,104,4623.11,4286.41,3384,0
E83654,601023,30,2092.3,1939.03,1412,2
E83657,601023,31,954.97,886.28,956,1
E83658,601023,11,624.86,579.04,569,0
E83668,601023,67,2711.04,2512.11,2942,2
E84002,601023,78,4288.41,3973.45,5016,2
E84003,601023,144,4916.56,4563.61,4337,2
E84004,601023,101,4054.71,3758.05,4000,1
E84005,601023,176,4956.42,4600.74,4435,1
E84006,601023,264,14534.59,13475.47,12930,2
E84007,601023,111,4400.91,4083.28,3461,3
E84008,601023,226,7040.62,6527.69,6169,2
E84009,601023,202,6425.29,5961.93,5293,2
E84011,601023,83,2784.86,2585.18,1755,2
E84012,601023,28,1644.02,1523.95,735,0
E84013,601023,199,4629.63,4301.65,3568,2
E84014,601023,181,6516.01,6038.1,4816,1
E84015,601023,113,4421.89,4101.31,3478,2
E84017,601023,135,6188.53,5739.54,5014,2
E84018,601023,172,5936.14,5505.74,6055,3
E84020,601023,70,4083.07,3784.24,2957,2
E84021,601023,255,8389.39,7787.55,8687,2
E84022,601023,150,6022.61,5581.07,7521,2
E84023,601023,91,3483.8,3234.26,2009,2
E84024,601023,246,10985.7,10182.49,7303,1
E84025,601023,87,3117.49,2893.07,2824,0
E84026,601023,73,3021.56,2803.24,1465,2
E84028,601023,145,3710.16,3447.96,3550,2
E84029,601023,52,1174.42,1091.78,1066,2
E84030,601023,184,6877.49,6381.16,5399,2
E84031,601023,207,7690.63,7138.08,5760,2
E84032,601023,113,4148.95,3848.75,3388,2
E84033,601023,85,2806.55,2604.9,2157,0
E84036,601023,189,5857.47,5435.62,3622,2
E84039,601023,276,11473.46,10638.2,9454,2
E84040,601023,113,3470.93,3219.97,3193,2
E84042,601023,36,2254.35,2088.6,1350,2
E84044,601023,108,4713.18,4369.53,4071,1
E84048,601023,145,4075.04,3781.93,4786,2
E84049,601023,83,2999.38,2783.78,2941,2
E84051,601023,177,5522.41,5127.25,7049,2
E84053,601023,114,3292.66,3055.76,4072,3
E84057,601023,259,10163.37,9422.73,7417,1
E84058,601023,243,9683.03,8980.7,9825,2
E84059,601023,108,5078.14,4709.63,4527,1
E84061,601023,141,4774.23,4427.86,4828,3
E84062,601023,135,4312.82,3999.66,4341,2
E84063,601023,76,3863.74,3582.45,3170,2
E84066,601023,78,4200.38,3893.59,5306,2
E84067,601023,92,4795.07,4444.05,3923,2
E84068,601023,389,10219.15,9480.69,10240,1
E84069,601023,250,9444.44,8751.67,8826,2
E84070,601023,81,3522.29,3265.66,2876,1
E84074,601023,153,5281.24,4901.25,4770,2
E84075,601023,133,6705.7,6215.53,5707,2
E84076,601023,95,2993.85,2779.54,2007,2
E84077,601023,63,2347.77,2178.48,1874,2
E84078,601023,98,5917.89,5483.14,3677,2
E84080,601023,90,2446.69,2271.54,3396,0
E84083,601023,141,8220.52,7618.88,6452,2
E84086,601023,48,2209.86,2049.46,1332,0
E84601,601023,52,2407.17,2231.18,1913,1
E84617,601023,115,3832.23,3551.34,3475,2
E84620,601023,124,6034.11,5594.93,5165,2
E84624,601023,79,2107.68,1958.22,2186,2
E84626,601023,129,3858.51,3584.29,2728,2
E84635,601023,84,3566.84,3307.99,3775,2
E84637,601023,91,2502.81,2325.12,1941,0
E84638,601023,128,6306.68,5846.98,7392,2
E84645,601023,86,3507.81,3253.17,2947,2
E84646,601023,34,2471.43,2289.69,2020,0
E84647,601023,66,1220.76,1131.69,2358,2
E84653,601023,31,1395.62,1293.12,1434,0
E84656,601023,47,2127.94,1971.88,1609,2
E84658,601023,131,3546.28,3286.57,4223,2
E84663,601023,77,3762.15,3487.34,3717,1
E84665,601023,265,6566.31,6099.92,6394,2
E84667,601023,62,1485.45,1381.01,1121,0
E84669,601023,115,2843.3,2640.45,4071,2
E84674,601023,75,2296.69,2131.12,2167,0
E84676,601023,99,1878.21,1741.57,2706,2
E84678,601023,41,2318.1,2148.42,2730,2
E84680,601023,91,3197.46,2964.05,2602,2
E84681,601023,55,1654.37,1534.7,1796,2
E84684,601023,137,4174.99,3875.04,3808,2
E84685,601023,192,7743.82,7183.41,6621,2
E84690,601023,91,3690.42,3423.79,2881,2
E84693,601023,77,3384.5,3138.17,2052,0
E84696,601023,15,1154.9,1070.04,667,2
E84699,601023,102,5558.18,5151.61,4437,2
E84701,601023,91,2808.68,2607.74,2642,2
E84702,601023,99,4259.94,3948.92,4746,2
E84704,601023,30,1246.25,1155.3,757,2
E84705,601023,76,1988.07,1846.11,1319,0
E84709,601023,194,6678.53,6197.38,5706,0
E84713,601023,41,1691.02,1567.27,1537,3
E85001,601023,173,7456.34,6911.5,5328,1
E85003,601023,210,8806.29,8172.43,6606,0
E85004,601023,86,3391.33,3146.44,2233,0
E85005,601023,72,2509.98,2329.75,2149,2
E85006,601023,125,3295.66,3062.07,3072,2
E85007,601023,112,5948.65,5515.43,4745,1
E85008,601023,133,5086.34,4722.26,3416,1
E85012,601023,220,5126.49,4760.51,4531,2
E85013,601023,33,1018.31,946.17,719,0
E85014,601023,102,2279.08,2119.87,1845,1
E85015,601023,358,9912.06,9198.69,12408,2
E85016,601023,147,5301.81,4923.43,3210,0
E85018,601023,52,2234.46,2072.3,2013,2
E85019,601023,91,3883.31,3601.89,2662,2
E85020,601023,197,6364.91,5909.68,5437,0
E85021,601023,86,4054.13,3758.31,3361,2
E85023,601023,74,3126.67,2900.39,3591,2
E85024,601023,119,4212.5,3909.72,3306,2
E85025,601023,94,3346.5,3106.98,1940,0
E85026,601023,204,5978.31,5552.9,5466,1
E85028,601023,99,3059.89,2842.67,2068,1
E85029,601023,383,9769.99,9075.93,12358,0
E85030,601023,82,3173.22,2942.61,3367,0
E85032,601023,60,1874.52,1740.88,1436,1
E85033,601023,115,4155.09,3855.99,2757,0
E85034,601023,226,4999.54,4649.31,4323,2
E85035,601023,229,7211.35,6689.49,5520,2
E85038,601023,85,2870.82,2663.84,1946,0
E85040,601023,131,5406,5013.7,4985,1
E85041,601023,45,1999.98,1855.59,1566,1
E85042,601023,74,2615.62,2428.1,2277,0
E85045,601023,86,4324.16,4011.38,3261,2
E85046,601023,86,5371.13,4976.87,4965,2
E85048,601023,163,6193.69,5747.59,4944,0
E85049,601023,289,7034.85,6540.64,7323,2
E85050,601023,116,4012.76,3725.01,3118,2
E85051,601023,131,3882.67,3606.67,3062,2
E85052,601023,258,7707.19,7156.24,7877,2
E85053,601023,51,2465.8,2286.16,2310,2
E85054,601023,157,8210.3,7611.54,7633,2
E85055,601023,315,8050.94,7485.03,5884,0
E85056,601023,163,5453.18,5057.78,4414,2
E85057,601023,67,4849.59,4494.25,4585,1
E85058,601023,196,7903.74,7332.19,6263,2
E85059,601023,225,9078.32,8419.9,8302,2
E85060,601023,118,4262.4,3955.58,3281,1
E85061,601023,128,3000.06,2790.08,2901,2
E85062,601023,100,4791.77,4442.17,4056,0
E85064,601023,94,2282.38,2122.1,1798,2
E85066,601023,25,869.23,806.67,898,1
E85069,601023,115,3055.88,2836.03,3545,2
E85071,601023,51,1244.38,1155.48,1408,3
E85074,601023,44,810.09,754.52,788,0
E85075,601023,85,2128.24,1977.82,2470,0
E85077,601023,87,3870.79,3591.14,3119,2
E85083,601023,223,7390.71,6860.94,6053,2
E85088,601023,114,3277.07,3044.51,2289,2
E85090,601023,200,5701.45,5296.72,5338,2
E85091,601023,39,967.85,899.89,932,1
E85096,601023,155,6921.57,6422.24,5576,2
E85098,601023,36,2081.47,1928.9,1710,0
E85099,601023,52,1609.37,1493.98,1743,0
E85105,601023,53,2065.98,1917.04,2492,2
E85107,601023,116,3381.64,3140.63,2680,0
E85108,601023,128,3507.88,3259.47,2829,2
E85109,601023,53,809.41,755.01,708,0
E85110,601023,91,2073.5,1928.18,1659,0
E85111,601023,55,2739.56,2539.9,2283,1
E85112,601023,110,2813.13,2615.31,2578,1
E85113,601023,125,4809.27,4462.99,4572,1
E85114,601023,188,5404.94,5020.86,4642,2
E85115,601023,82,1706.75,1588.37,1348,2
E85116,601023,105,3463.21,3215.42,2916,0
E85117,601023,65,3662.5,3394,2198,2
E85118,601023,76,2606.26,2420.78,1348,0
E85119,601023,183,7401.14,6865.91,7606,2
E85120,601023,139,3706.29,3442.6,3269,0
E85121,601023,234,9928.66,9210.52,8804,2
E85122,601023,141,5360.11,4974.75,3990,0
E85123,601023,47,2304.07,2137.22,2007,0
E85124,601023,109,3177.35,2948.87,3763,0
E85125,601023,65,1807.44,1679.4,1862,0
E85126,601023,265,10377.29,9629.01,10732,2
E85127,601023,140,4615.49,4285.71,3573,1
E85128,601023,100,4117.27,3820.93,3054,0
E85129,601023,77,3373.87,3217.63,3979,2
E85130,601023,88,2623.85,2437.47,1771,0
E85600,601023,141,3623.03,3364.28,3084,1
E85605,601023,196,5726.35,5316.7,4324,1
E85617,601023,26,1371.08,1271.24,1240,0
E85623,601023,42,1896.2,1758.53,1570,2
E85624,601023,218,7644.92,7096.37,7419,2
E85625,601023,51,1587.93,1473.6,1654,0
E85628,601023,112,4104.5,3809.76,3747,0
E85630,601023,35,1409.81,1307.92,1018,0
E85633,601023,125,5053.51,4688.25,4143,2
E85635,601023,51,1864.55,1730.53,2614,0
E85636,601023,126,3744.23,3478.11,2560,0
E85640,601023,25,1308.59,1213.04,1323,0
E85643,601023,139,6160.35,5712.75,5445,2
E85649,601023,40,2656.52,2461.7,2217,0
E85656,601023,138,5187.79,4814.18,4437,2
E85657,601023,141,3624.06,3368.78,3249,0
E85658,601023,23,1468.85,1361.46,1381,1
E85659,601023,34,1550.36,1437.98,2066,2
E85663,601023,347,10141.24,9418.72,9893,2
E85672,601023,9,562.92,521.83,846,1
E85677,601023,87,1506.03,1402.88,1272,0
E85680,601023,84,3330,3089.68,2908,0
E85681,601023,277,10834.93,10052.57,9132,2
E85682,601023,108,3812.94,3538.92,3793,2
E85683,601023,62,1341.55,1248.33,1231,1
E85685,601023,137,3445.63,3204.05,2564,1
E85687,601023,17,1003.08,930.15,460,0
E85692,601023,74,2181.25,2023.57,1778,0
E85693,601023,76,3481.4,3230.52,3802,1
E85694,601023,40,1906.57,1767.92,1616,1
E85696,601023,141,6175.88,5727.87,8354,2
E85697,601023,111,3544.04,3288.86,2609,2
E85699,601023,132,4856.48,4504.11,2561,2
E85700,601023,86,3183.74,2951.9,6589,2
E85707,601023,153,5641.67,5234.55,4781,2
E85708,601023,140,3598.97,3338.7,6442,2
E85712,601023,140,5825.88,5405.71,5151,2
E85713,601023,53,1972.06,1827.74,2258,2
E85714,601023,17,905.01,838.81,781,1
E85715,601023,65,1878.73,1744.24,1896,0
E85716,601023,320,11010.3,10217.24,15020,2
E85718,601023,68,3764.05,3488.41,2830,2
E85719,601023,49,1684.23,1563.21,1423,0
E85721,601023,59,1705.2,1581.81,1900,2
E85723,601023,42,2284.96,2117.76,1921,2
E85725,601023,35,2535.16,2349.01,1997,0
E85726,601023,51,1713.61,1590.93,1364,1
E85733,601023,48,2322.95,2152.9,1996,2
E85734,601023,56,2331.06,2160.84,1948,2
E85735,601023,75,1915.39,1779.43,2172,0
E85736,601023,196,5354.31,4970.43,3958,2
E85739,601023,239,8985.9,8336.32,7510,0
E85740,601023,27,1181.4,1095.45,1076,0
E85743,601023,82,2232.51,2074.56,2001,2
E85744,601023,123,5414.35,5021.95,3721,0
E85745,601023,346,10658.04,9896.4,8680,2
E85746,601023,52,1217.5,1131.6,1574,0
E85748,601023,89,2418.8,2247.6,2216,0
E85750,601023,189,7600.51,7050.97,6352,2
E86001,601023,286,11287.01,10471.92,8792,3
E86003,601023,99,3028,2810.32,2773,2
E86004,601023,123,5430.34,5035.15,3376,2
E86005,601023,64,2760.5,2559.5,1903,1
E86006,601023,79,3791.82,3514.79,2190,1
E86007,601023,140,5530.4,5125.52,3889,1
E86009,601023,57,3516.27,3257.86,2560,1
E86010,601023,110,4005.08,3714.1,2895,0
E86011,601023,46,2375.59,2201.57,1663,1
E86012,601023,60,2659.38,2466.79,1335,1
E86014,601023,66,3797.98,3519.41,3324,1
E86015,601023,269,12378.96,11481.75,6887,1
E86016,601023,110,4247.3,3939.67,3463,2
E86017,601023,269,8544.43,7924.68,8901,2
E86018,601023,282,8403.06,7795.22,6599,2
E86019,601023,181,8323.39,7719.14,5518,2
E86020,601023,115,3448.82,3199.71,3450,2
E86022,601023,45,2393.58,2218.1,1712,3
E86024,601023,42,2733.52,2532.54,2362,3
E86026,601023,69,3078.74,2854.06,2506,2
E86027,601023,107,3481.41,3228.47,2700,2
E86028,601023,66,4050.48,3753.31,2945,1
E86029,601023,230,9070.07,8415.78,6943,2
E86030,601023,41,1084.33,1006.6,818,0
E86033,601023,107,3978.55,3689.98,2785,1
E86034,601023,23,1430.88,1325.7,1028,1
E86036,601023,121,5322.52,4935.9,4205,1
E86038,601023,81,4183.84,3876.66,4894,0
